Index,Company name,Rating,Company type,Sector,Old,Company location,Employees,Reviews
1168,Flexituff Ventures International,3.7, Public ,Packaging , 57 years old , Pithampur +11 more, 51-200 Employees ,162 Reviews
1169,Indian Steel Corporation,4, Public ,Iron & Steel , 19 years old , Indore +8 more, 1k-5k Employees ,162 Reviews
1170,Shubhalakshmi Polyesters,3.8, Public ,Fashion & Textile , 44 years old , Mumbai +10 more, 501-1k Employees ,162 Reviews
1171,Amrutanjan Health Care,4.1, Public ,Pharma , 130 years old , Chennai +29 more, 1k-5k Employees ,162 Reviews
1172,Wanbury,3.4, Public ,Pharma , 35 years old , Mumbai +21 more, 1k-5k Employees ,162 Reviews
1173,CityMall,3.4, Startup ,Internet , 4 years old , Gurgaon +17 more, 1k-5k Employees ,162 Reviews
1174,Aegis Logistics,3.8, Public ,Oil & Gas , 67 years old , Mumbai +22 more, 1k-5k Employees ,162 Reviews
1175,Guiltfree Industries,3.5, Public ,FMCG , 7 years old , Kolkata +39 more, 201-500 Employees ,162 Reviews
1176,NXP Semiconductors,4.1, Public ,Semiconductors , 54 years old , Eindhoven +9 more, 1k-5k Employees ,161 Reviews
1177,Chandan Steel,3.4, Public ,Metals & Mining , 54 years old , Mumbai +12 more, 11-50 Employees ,161 Reviews
1178,Paul Merchants,4.2, Public ,NBFC , 39 years old , Chandigarh +55 more, 1k-5k Employees ,160 Reviews
1179,CANTABIL RETAIL INDIA,4.1, Public ,Fashion & Textile , 23 years old , Delhi/NCR +49 more, 1k-5k Employees ,160 Reviews
1180,Aspiro Pharma,3.7, Startup ,Pharma , 11 years old , Bangalore +2 more, 51-200 Employees ,159 Reviews
1181,NIKE,4.4, Public ,Internet , 59 years old , Beaverton +34 more, 501-1k Employees ,159 Reviews
1182,Chhatrapati Shivaji International Airport,3.9, Public ,Real Estate , 17 years old , Mumbai +6 more, 1k-5k Employees ,159 Reviews
1183,Kinetic Engineering,3.5, Public ,Auto Components , 53 years old , Pune +9 more, 501-1k Employees ,159 Reviews
1184,Kalyani Forge,3.1, Public ,Iron & Steel , 44 years old , Pune +2 more, 501-1k Employees ,159 Reviews
1185,Singareni Collieries Company,4.2, State ,Metals & Mining , 103 years old , Hyderabad +16 more, 10k-50k Employees ,158 Reviews
1186,GE Transportation,4.2, Public ,Industrial Machinery , 116 years old ,  Pittsburgh +10 more, 1k-5k Employees ,158 Reviews
1187,Onicra Credit Rating Agency,3, Public ,FinTech , 30 years old , Delhi/NCR +32 more, 501-1k Employees ,158 Reviews
1188,Cadsys,4, Public ,IT Services & Consulting , 34 years old , Hyderabad/Secunderabad +4 more, 201-500 Employees ,158 Reviews
1189,Cadsys,4, Public ,IT Services & Consulting , 34 years old , Hyderabad/Secunderabad +4 more, 201-500 Employees ,158 Reviews
1190,MBL Infrastructure Limited,3.9, Public ,Engineering & Construction , 28 years old , Delhi/NCR +17 more, 201-500 Employees ,158 Reviews
1191,Hindustan Foods,3.4, Public ,FMCG , 35 years old , Mumbai +20 more, 1k-5k Employees ,157 Reviews
1192,Confederation of Indian Industry,3.3, Central ,Law Enforcement & Security , 128 years old , Delhi/NCR +29 more, 5k-10k Employees ,157 Reviews
1193,SEED Infotech,3.6, Public ,IT Services & Consulting , 29 years old , Pune +15 more, 1k-5k Employees ,157 Reviews
1194,Vinati Organics,3.8, Public ,Chemicals , 34 years old , Mumbai +9 more, 501-1k Employees ,157 Reviews
1195,Blowhorn,4.1, Startup ,Logistics , 9 years old , Bangalore +15 more, 501-1k Employees ,157 Reviews
1196,Ketto,4.2, Startup ,Internet , 11 years old , Mumbai +3 more, 201-500 Employees ,157 Reviews
1197,National Institute of Technology,4.2, Public ,Education & Training , 16 years old , New Delhi +24 more, 51-200 Employees ,156 Reviews
1198,Resonance Eduventures,4, Public ,EdTech , 22 years old , Kota +33 more, 51-200 Employees ,156 Reviews
1199,Hill International,4, Public ,Engineering & Construction , 47 years old , Philadelphia +18 more, 201-500 Employees ,156 Reviews
1200,Concorde Motors,4.4, Public ,Automobile , 51 years old , Bangalore/Bengaluru +12 more, 501-1k Employees (Global) ,156 Reviews
1201,The Institute Of Chartered Accountants,4.2, Central ,Education & Training , 74 years old , New Delhi +41 more, 51-200 Employees ,155 Reviews
1202,FarEye,2.7, Startup ,IT Services & Consulting , 10 years old , Noida +3 more, 501-1k Employees ,155 Reviews
1203,TRF,3.6, Public ,Auto Components , 61 years old , Jamshedpur +14 more, 501-1k Employees ,155 Reviews
1204,Can Fin Homes,3.7, Public ,NBFC , 36 years old , Bangalore +55 more, 501-1k Employees ,155 Reviews
1205,International Travel House,4.2, Public ,Hospitality , 42 years old , Gurgaon/Gurugram +17 more, 501-1k Employees ,154 Reviews
1206,Atomberg Technologies,4.2, Startup ,Consumer Electronics & Appliances , 11 years old , Mumbai +24 more, 201-500 Employees ,154 Reviews
1207,Balrampur Chini Mills,4.1, Public ,Food Processing , 48 years old , Kolkata +10 more, 1k-5k Employees ,154 Reviews
1208,STYLAM Industries,3.4, Public ,Engineering & Construction , 32 years old , Chandigarh +21 more, 201-500 Employees ,154 Reviews
1209,Tekion,3.1, Startup ,Internet , 7 years old , Pleasanton +3 more, 1k-5k Employees ,154 Reviews
1210,Future Consumer,4.3, Public ,FMCG , 27 years old , Mumbai +26 more, 1k-5k Employees ,153 Reviews
1211,Oriental Aromatics,3.2, Public ,Chemicals , 68 years old , Mumbai +6 more, 501-1k Employees ,153 Reviews
1212,Jay Ushin,3.9, Public ,Auto Components , 64 years old , Gurgaon/Gurugram +9 more, 1k-5k Employees ,153 Reviews
1213,Jyoti Structures,3.2, Public ,Power , 49 years old , Mumbai +28 more, 11-50 Employees ,153 Reviews
1214,Lumino Industries,3.5, Public ,Electrical Equipment , 34 years old , Kolkata +21 more, 51-200 Employees ,153 Reviews
1215,BajajSons,3.7, Public ,Automobile , 38 years old , Ludhiana +7 more, 1k-5k Employees ,152 Reviews
1216,Sunil Hitech Engineers,4.2, Public ,Engineering & Construction , 25 years old , Hyderabad/Secunderabad +27 more, 501-1k Employees ,152 Reviews
1217,Reliance Petroleum,3.9, Public ,Oil & Gas , 15 years old , Ahemdabad +29 more, 201-500 Employees ,152 Reviews
1218,Lokesh Machines,3.8, Public ,Industrial Machinery , 40 years old , Hyderabad/Secunderabad +7 more, 501-1k Employees ,152 Reviews
1219,Dhampur Sugar Mills,3.5, Public ,Agro Chemicals , 90 years old , Delhi/NCR +15 more, 1k-5k Employees ,152 Reviews
1220,Dev Information Technology,3.8, Public ,IT Services & Consulting , 26 years old , Ahmedabad +28 more, 501-1k Employees ,152 Reviews
1221,Triveni Turbines,3.8, Public ,Electrical Equipment , 55 years old , Bangalore/Bengaluru +11 more, 501-1k Employees ,152 Reviews
1222,Ansal Api,3.7, Public ,Real Estate , 56 years old , New Delhi +16 more, 1k-5k Employees ,152 Reviews
1223,Livguard,3.9, Startup ,Electronics Manufacturing , 9 years old , Gurgaon +21 more, 501-1k Employees ,152 Reviews
1224,Alcatel-Lucent,4.4, Public ,Telecom , 31 years old , Boulogne Billancourt Cedex +20 more, 201-500 Employees ,151 Reviews
1225,Chiripal Industries,3.5, Public ,Fashion & Textile , 51 years old , Ahmedabad +5 more, 1k-5k Employees ,151 Reviews
1226,Marble Box,3.7, MNC ,Insurance , 21 years old , Chicago +5 more, 501-1k Employees ,151 Reviews
1227,Gujarat Co Operative Milk Marketing Federation Ltd. (amul),4.1, Public ,Food Processing , 77 years old , Anand +53 more, 1k-5k Employees ,151 Reviews
1228,Kanpur Plastipack,3.8, Public ,Packaging , 52 years old , Kanpur +2 more, 1k-5k Employees ,150 Reviews
1229,Central Tool Room & Training Centre,3.9, Public ,Industrial Machinery , 47 years old , Bhubaneswar +8 more, 51-200 Employees ,150 Reviews
1230,Emerald Jewel Industry India,3.8, Public ,Jewellery , 39 years old , Coimbatore +9 more, 51-200 Employees ,150 Reviews
1231,SEABIRD LOGISOLUTIONS,3.7, Public ,Logistics , 18 years old , Mumbai +20 more, 51-200 Employees ,150 Reviews
1232,LEAP India,3.6, Startup ,Logistics , 10 years old , Coimbatore +21 more, 51-200 Employees ,149 Reviews
1233,Sajjan India,3.8, Public ,Chemicals , 118 years old , Mumbai +8 more, 51-200 Employees ,149 Reviews
1234,Escorts Construction Equipment,4.1, Public ,Auto Components , 53 years old , Faridabad +23 more, 1k-5k Employees ,149 Reviews
1235,Magma Housing Finance,4.2, Public ,Financial Services , 34 years old , Kolkata +57 more, 5k-10k Employees ,149 Reviews
1236,Wings Biotech,3.3, Public ,Pharma , 37 years old , Delhi/NCR +25 more, 1k-5k Employees ,149 Reviews
1237,Four Seasons Hotel,4, Public ,Hospitality , 26 years old , Toronto +18 more, 501-1k Employees ,149 Reviews
1238,Grauer & Weil (i),3.5, Public ,Chemicals , 66 years old , Mumbai +17 more, 501-1k Employees ,148 Reviews
1239,CollegeDekho,3.5, Startup ,Internet , 8 years old , Gurgaon +10 more, 501-1k Employees ,148 Reviews
1240,OmniActive Health Technologies,3.7, Public ,Fitness & Wellness , 19 years old , Mumbai +9 more, 501-1k Employees ,148 Reviews
1241,Bajaj Healthcare,3.4, Public ,Pharma , 30 years old , Thane +9 more, 51-200 Employees ,148 Reviews
1242,Voylla,3.8, Startup ,Jewellery , 11 years old , Jaipur +37 more, 201-500 Employees ,148 Reviews
1243,Fisdom,4, Startup ,Internet , 8 years old , Bangalore +26 more, 501-1k Employees ,148 Reviews
1244,Emirates NBD,4, Public ,Banking , 60 years old , Dubai +9 more, 201-500 Employees ,147 Reviews
1245,Autodesk,4.2, Public ,Software Product , 41 years old , San Francisco +18 more, 1k-5k Employees ,147 Reviews
1246,Indo Rama Synthetics (i),3.7, Public ,Fashion & Textile , 37 years old , Gurgaon/Gurugram +10 more, 51-200 Employees ,147 Reviews
1247,A2Z Infraservices,4, Public ,Facility Management Services , 21 years old , Gurgaon/Gurugram +20 more, 201-500 Employees ,147 Reviews
1248,Innoplexus,4.2, Startup ,IT Services & Consulting , 8 years old , Eschborn, 201-500 Employees ,147 Reviews
1249,HostBooks,3.9, Public ,FinTech , 14 years old , Gurgaon/Gurugram +7 more, 201-500 Employees ,147 Reviews
1250,Smartworks,3.5, Startup ,Real Estate , 7 years old , Gurgaon/Gurugram +13 more, 201-500 Employees ,147 Reviews
1251,JCT,3.7, Public ,Fashion & Textile , 77 years old , Hoshiarpur +11 more, 1k-5k Employees ,146 Reviews
1252,ICPA Health Products,3.1, Public ,Healthcare , 40 years old , Mumbai +22 more, 51-200 Employees ,146 Reviews
1253,Snowman Logistics,4.1, Public ,Logistics , 27 years old , Bangalore/Bengaluru +22 more, 201-500 Employees ,146 Reviews
1254,JCT,3.7, Public ,Fashion & Textile , 77 years old , Hoshiarpur +11 more, 1k-5k Employees ,146 Reviews
1255,ICPA Health Products,3.1, Public ,Healthcare , 40 years old , Mumbai +22 more, 51-200 Employees ,146 Reviews
1256,Navneet Education,3.7, Public ,Printing & Publishing , 64 years old , Mumbai +24 more, 501-1k Employees ,145 Reviews
1257,Technofab Engineering,4, Public ,Oil & Gas , 52 years old , Delhi/NCR +17 more, 201-500 Employees ,145 Reviews
1258,Century Enka,4.2, Public ,Fashion & Textile , 58 years old , Pune +9 more, 501-1k Employees ,145 Reviews
1259,Madhu Jayanti International,3.9, Public ,FMCG , 81 years old , Kolkata +29 more, 201-500 Employees ,145 Reviews
1260,M & M Financial Services,4.3, Public ,NBFC , 32 years old , Mumbai +54 more, 10k-50k Employees ,145 Reviews
1261,Precision Camshafts,3.1, Public ,Auto Components , 31 years old , Solapur +2 more, 201-500 Employees ,145 Reviews
1262,KNR Constructions,4.1, Public ,Engineering & Construction , 28 years old , Hyderabad/Secunderabad +28 more, 501-1k Employees ,145 Reviews
1263,Olectra Greentech,3.3, Public ,Electrical Equipment , 31 years old , Hyderabad/Secunderabad +12 more, 201-500 Employees ,145 Reviews
1264,Dalmia Bharat Sugar & Industries,3.9, Public ,Food Processing , 29 years old , New Delhi +12 more, 1k-5k Employees ,144 Reviews
1265,Vishvaraj Infrastructure,4.1, Public ,Waste Management , 24 years old , Nagpur +25 more, 201-500 Employees ,144 Reviews
1266,Dalmia Bharat Sugar & Industries,3.9, Public ,Food Processing , 29 years old , New Delhi +12 more, 1k-5k Employees ,144 Reviews
1267,Vedika Credit Capital,3.9, Public ,NBFC , 28 years old , Ranchi +32 more, 1k-5k Employees ,143 Reviews
1268,Eternis Fine Chemicals,3.6, Public ,Chemicals , 35 years old , Mumbai +7 more, 201-500 Employees ,143 Reviews
1269,Jaiprakash Power Ventures,4, Public ,Power , 29 years old , Noida +11 more, 5k-10k Employees ,143 Reviews
1270,Kovai Medical Center and Hospital,4.4, Public ,Healthcare , 38 years old , Coimbatore +7 more, 201-500 Employees ,143 Reviews
1271,Avanse Financial Services,4.1, Startup ,Financial Services , 11 years old , Mumbai +21 more, 201-500 Employees ,143 Reviews
1272,HEG,3.8, Public ,Semiconductors , 51 years old , Noida +6 more, 501-1k Employees ,142 Reviews
1273,BLS International Services,3.4, Public ,BPO , 40 years old , Delhi/NCR +35 more, 51-200 Employees ,142 Reviews
1274,Shanthi Gears,3.5, Public ,Auto Components , 54 years old , Coimbatore +9 more, 501-1k Employees ,142 Reviews
1275,Filatex India,4, Public ,Fashion & Textile , 33 years old , Noida +10 more, 1k-5k Employees ,142 Reviews
1276,Filatex India,4, Public ,Fashion & Textile , 33 years old , Noida +10 more, 1k-5k Employees ,142 Reviews
1277,HEG,3.8, Public ,Semiconductors , 51 years old , Noida +6 more, 501-1k Employees ,142 Reviews
1278,Suez Water Technologies and Solutions,4.3, Public ,Waste Management , 54 years old , Trevose +27 more, 5k-10k Employees ,142 Reviews
1279,Fraazo,3.4, Startup ,Internet , 7 years old , Mumbai +12 more, 51-200 Employees ,142 Reviews
1280,Sahajanand Laser Technology,3.5, Public ,Industrial Machinery , 34 years old , Gandhinagar +16 more, 501-1k Employees ,142 Reviews
1281,Locuz Enterprise Solutions,4.2, Public ,IT Services & Consulting , 24 years old , Hyderabad/Secunderabad +11 more, 501-1k Employees ,142 Reviews
1282,PIX Transmissions,4.1, Public ,Fashion & Textile , 42 years old , Nagpur +7 more, 51-200 Employees ,141 Reviews
1283,Sterlite Industries,4.3, Public ,Other , 48 years old , Mumbai +15 more, 201-500 Employees ,141 Reviews
1284,Godawari Power & Ispat,4.3, Public ,Iron & Steel , 24 years old , Raipur +6 more, 1k-5k Employees ,141 Reviews
1285,Gpt Infraprojects,3.9, Public ,Engineering & Construction , 43 years old , Kolkata +16 more, 1k-5k Employees ,141 Reviews
1286,Kanoria Chemicals & Industries,4, Public ,Chemicals , 63 years old , Delhi/NCR +9 more, 1k-5k Employees ,141 Reviews
1287,Vivimed Labs,3.8, Public ,Chemicals , 32 years old , Hyderabad/Secunderabad +10 more, 501-1k Employees ,140 Reviews
1288,JK Agri Genetics,3.9, Public ,Biotechnology , 34 years old , Hyderabad +35 more, 201-500 Employees ,140 Reviews
1289,Mashreq Bank,3.3, Public ,Banking , 56 years old , Dubai +7 more, 11-50 Employees ,140 Reviews
1290,Indifi Technologies,3.8, Startup ,Financial Services , 8 years old , Gurgaon +5 more, 501-1k Employees ,140 Reviews
1291,Igarashi Motors,3.9, Public ,Auto Components , 31 years old , Chennai +5 more, 501-1k Employees ,140 Reviews
1292,Saint Gobain Sekurit India,4, Public ,Auto Components , 50 years old , Pune +15 more, 501-1k Employees ,140 Reviews
1293,Maxvalue Credits & Investments,4.6, Public ,NBFC , 7 years old , Thrissur +24 more, 1k-5k Employees ,140 Reviews
1294,Prakash Industries,3.9, Public ,Metals & Mining , 43 years old , New Delhi +31 more, 501-1k Employees ,140 Reviews
1295,Jubilant Industries,3.9, Public ,Chemicals / Agri Inputs , 16 years old , Noida +30 more, 501-1k Employees ,140 Reviews
1296,Brand Factory,4.5, Public ,Retail , 17 years old , Mumbai +36 more, 10k-50k Employees ,140 Reviews
1297,Sopra Banking Software,4.1, Public ,IT Services & Consulting , 11 years old , Paris +3 more, 1k-5k Employees ,140 Reviews
1298,Vesuvius,3.9, Public ,Industrial Machinery , 32 years old , London +13 more, 501-1k Employees ,139 Reviews
1299,Mangalam Cement,4.1, Public ,Building Material , 47 years old , Kolkata +19 more, 1k-5k Employees ,139 Reviews
1300,Ring Plus Aqua,3.9, Public ,Auto Components , 26 years old , Thane +8 more, 201-500 Employees ,139 Reviews
1301,Blue Cross Laboratories,4.2, Public ,Pharma , 43 years old , Mumbai +24 more, 1k-5k Employees ,139 Reviews
1302,Dishman Pharmaceuticals and Chemicals,4.1, Public ,Pharma , 40 years old , Ahmedabad +7 more, 201-500 Employees ,139 Reviews
1303,Allen Solly,4.4, Public ,Fashion & Textile , 279 years old , Bangalore/Bengaluru +41 more, 10k-50k Employees ,139 Reviews
1304,Mayur Uniquoters,4.1, Public ,Leather , 31 years old , Jaipur +4 more, 501-1k Employees ,139 Reviews
1305,Shyplite,4.4, Startup ,Logistics , 8 years old , Delhi +2 more, 51-200 Employees ,139 Reviews
1306,Navi Technologies,2.4, Startup ,FinTech , 5 years old , Bangalore +5 more, 51-200 Employees ,139 Reviews
1307,Fujitec,3.8, Public ,Electronics Manufacturing , 13 years old , Hikone +15 more, 51-200 Employees ,138 Reviews
1308,Simar Infrastructures,4, Public ,Engineering & Construction , 25 years old , Panipat +19 more, 201-500 Employees ,138 Reviews
1309,MM Forgings,3.8, Public ,Iron & Steel , 77 years old , Chennai +14 more, 1k-5k Employees ,138 Reviews
1310,Jagatjit Industries,3.9, Public ,Beverage , 79 years old , Kapurthala  +21 more, 1k-5k Employees ,138 Reviews
1311,Shri Bajrang Power & Ispat,3.9, Public ,Power , 21 years old , Mumbai +7 more, 1k-5k Employees ,138 Reviews
1312,Adhunik Metaliks,3.4, Public ,Metals & Mining , 22 years old , Kolkata +13 more, 501-1k Employees ,138 Reviews
1313,Shiva Pharmachem,4.1, Public ,Chemicals , 22 years old , Vadodara/Baroda +5 more, 201-500 Employees ,138 Reviews
1314,Fujitec,3.8, Public ,Electronics Manufacturing , 13 years old , Hikone +15 more, 51-200 Employees ,138 Reviews
1315,Odisha Power Generation Corporation,3.9, Public ,Oil & Gas , 39 years old , Bhubaneswar +7 more, 1k-5k Employees ,138 Reviews
1316,National Highways Authority of India,4.1, Public ,Engineering & Construction , 35 years old , Delhi/NCR +80 more, 5k-10k Employees (Global) ,137 Reviews
1317,Bilt Graphic Paper Products,3.7, Public ,Pulp & Paper , 16 years old , Mumbai +9 more, 51-200 Employees ,137 Reviews
1318,UAE Exchange,4, Public ,FinTech , 28 years old , Abu Dhabi +33 more, 1-10 Employees ,137 Reviews
1319,KLJ GROUP,3.5, Public ,Petrochemicals , 56 years old , New Delhi +13 more, 1k-5k Employees ,137 Reviews
1320,Berar Finance,4.1, Public ,Financial Services , 33 years old , Nagpur +48 more, 51-200 Employees ,137 Reviews
1321,Xpo Logistics,3.7, Public ,Logistics , 12 years old , Greenwich +18 more, 51-200 Employees ,137 Reviews
1322,Indian Railway Catering and Tourism,4.1, Public ,Urban Transport , 24 years old , Delhi/NCR +32 more, 1k-5k Employees ,136 Reviews
1323,Privi Organics,4, Public ,Chemicals , 41 years old , Mumbai +9 more, 201-500 Employees ,136 Reviews
1324,Wilo Mather and Platt Pumps,4.1, Public ,Industrial Machinery , 153 years old , Dortmund +16 more, 501-1k Employees ,136 Reviews
1325,Manba Finance,3.6, Public ,NBFC , 27 years old , Mumbai +16 more, 501-1k Employees ,136 Reviews
1326,Trigyn Technologies,3.8, Public ,IT Services & Consulting , 37 years old , Edison +10 more, 501-1k Employees ,136 Reviews
1327,Gojavas,4.3, Startup ,Logistics , 10 years old , Gurgaon +44 more, 1k-5k Employees ,136 Reviews
1328,Thirumalai Chemicals,3.9, Public ,Chemicals , 50 years old , Ranipet +7 more, 501-1k Employees ,135 Reviews
1329,Sunteck Realty,3.6, Public ,Real Estate , 42 years old , Mumbai +6 more, 51-200 Employees ,135 Reviews
1330,Caplin Point Laboratories,4, Public ,Pharma , 33 years old , Chennai +5 more, 501-1k Employees ,135 Reviews
1331,Sv Creditline,3.3, Public ,NBFC , 13 years old , Gurgaon +39 more, 1k-5k Employees ,135 Reviews
1332,IDBI Capital,3.5, Public ,Financial Services , 30 years old , Mumbai +32 more, 51-200 Employees ,135 Reviews
1333,Smith & Nephew Healthcare,3.8, Public ,Medical Equipment , 167 years old , United Kingdom +14 more, 1k-5k Employees ,135 Reviews
1334,Army Ordnance Corps,4.8, Public ,Defence & Aerospace , 248 years old , New Delhi +45 more, 11-50 Employees ,135 Reviews
1335,Indo Count Industries,4, Public ,Fashion & Textile , 35 years old , Mumbai +12 more, 1k-5k Employees ,135 Reviews
1336,SasMos HET Technologies,3.7, Public ,Electrical Equipment , 16 years old , Bengaluru/Bangalore +3 more, 201-500 Employees ,134 Reviews
1337,Nahar Industrial Enterprises,4.1, Public ,Fashion & Textile , 40 years old , Mohali +10 more, 501-1k Employees ,134 Reviews
1338,Lloyd Electric & Engineering,3.7, Public ,Industrial Machinery , 34 years old , Bhiwadi +33 more, 11-50 Employees ,134 Reviews
1339,Career Point,3.7, Public ,Education & Training , 30 years old , Chennai +36 more, 501-1k Employees ,134 Reviews
1340,A2z Infra Engineering,3.9, Public ,Engineering & Construction , 21 years old , Gurgaon/Gurugram +24 more, 10k-50k Employees (Global) ,134 Reviews
1341,Swaraj Engines,3.5, Public ,Automobile , 34 years old , Mohali +6 more, 501-1k Employees ,133 Reviews
1342,Toyota Financial Services,3.7, Public ,Financial Services , 40 years old , Bengaluru/Bangalore +27 more, 201-500 Employees ,133 Reviews
1343,UFO Moviez,3.8, Public ,Media & Entertainment , 18 years old , Lucknow +29 more, 201-500 Employees ,133 Reviews
1344,Swaraj Engines,3.5, Public ,Automobile , 34 years old , Mohali +6 more, 501-1k Employees ,133 Reviews
1345,MARG ERP,3.7, Public ,Accounting & Auditing , 23 years old , New Delhi +23 more, 5k-10k Employees ,133 Reviews
1346,Enphase Energy,3.5, Public ,Power , 17 years old , Fremont +5 more, 501-1k Employees ,133 Reviews
1347,Jindal Worldwide,3.3, Public ,Fashion & Textile , 37 years old , Ahmedabad +3 more, 1k-5k Employees ,133 Reviews
1348,Maral Overseas,3.9, Public ,Fashion & Textile , 32 years old , Delhi/NCR +9 more, 1k-5k Employees ,133 Reviews
1349,Cooper-Standard Automotive,3.9, Public ,Auto Components , 63 years old , Northville +11 more, 201-500 Employees ,132 Reviews
1350,KPR Mill,4.1, Public ,Fashion & Textile , 39 years old , Coimbatore +9 more, 501-1k Employees ,132 Reviews
1351,Rudrabhishek Enterprises,3, Public ,Real Estate , 31 years old , Delhi/NCR +21 more, 201-500 Employees ,132 Reviews
1352,Butterfly Gandhimathi Appliances,4.3, Public ,Consumer Electronics & Appliances , 37 years old , Chennai +19 more, 501-1k Employees ,132 Reviews
1353,GVK Group,4, Public ,Engineering & Construction , 31 years old , Hyderabad +25 more, 50k-1 Lakh Employees ,132 Reviews
1354,TIL,3.6, Public ,Industrial Machinery , 79 years old , Kolkata +16 more, 1k-5k Employees ,131 Reviews
1355,Aia Engineering,3.9, Public ,Industrial Machinery , 44 years old , Ahmedabad +3 more, 1k-5k Employees ,131 Reviews
1356,Sical Logistics,3.7, Public ,Logistics , 68 years old , Chennai +18 more, 201-500 Employees ,131 Reviews
1357,Echs Polyclinic,4.2, Public ,Healthcare , 20 years old , New Delhi +63 more, 11-50 Employees ,131 Reviews
1358,LUX Industries,3.8, Public ,Fashion & Textile , 66 years old , Kolkata +20 more, 1k-5k Employees ,131 Reviews
1359,Awign Enterprises,3.6, Startup ,Internet , 7 years old , Bangalore +21 more, 201-500 Employees ,131 Reviews
1360,Utkarsh India,3.2, Public ,Industrial Machinery , 36 years old , Kolkata +13 more, 501-1k Employees ,131 Reviews
1361,Upwork,4.6, Public ,Internet , 8 years old , Santa Clara +24 more, 501-1k Employees ,131 Reviews
1362,Ananth Technologies,3.9, Public ,IT Services & Consulting , 31 years old , Hyderabad/Secunderabad +11 more, 501-1k Employees ,131 Reviews
1363,Bhansali Engineering Polymers,3, Public ,Petrochemicals , 39 years old , Mumbai +11 more, 501-1k Employees ,131 Reviews
1364,WizKlub,3, Startup ,EdTech , 5 years old , Bangalore +5 more, 11-50 Employees ,131 Reviews
1365,Hero Housing Finance,4, Startup ,Financial Services , 6 years old , New Delhi +40 more, 501-1k Employees ,131 Reviews
1366,Captain Fresh,3.8, Startup ,Logistics , 4 years old , Bangalore +14 more, 501-1k Employees ,131 Reviews
1367,Burckhardt Compression,4.4, Public ,Industrial Machinery , 179 years old , Zurich +2 more, 201-500 Employees ,131 Reviews
1368,Hindustan Media Ventures,4, Public ,Printing & Publishing , 105 years old , Delhi/NCR +28 more, 1k-5k Employees ,130 Reviews
1369,Mayfair Hotels & Resorts,4.2, Public ,Hospitality , 41 years old , Bhubaneswar +11 more, 501-1k Employees ,130 Reviews
1370,Zodiac Clothing Company,3.8, Public ,Fashion & Textile , 39 years old , Mumbai +21 more, 1k-5k Employees ,130 Reviews
1371,Izmo,4, Public ,IT Services & Consulting , 28 years old , Bengaluru +6 more, 51-200 Employees ,130 Reviews
1372,Garuda Aerospace,4.6, Startup ,Internet , 8 years old , Chennai +4 more, 11-50 Employees ,130 Reviews
1373,Furlenco,3.4, Startup ,Internet , 11 years old , Bangalore +13 more, 201-500 Employees ,130 Reviews
1374,Swastika Investmart,3.6, Public ,Investment Banking / Venture Capital / Private Equity , 31 years old , Indore +37 more, 501-1k Employees ,130 Reviews
1375,Izmo,4, Public ,IT Services & Consulting , 28 years old , Bengaluru +6 more, 51-200 Employees ,130 Reviews
1376,Orchid Pharma,3.8, Public ,Pharma , 31 years old , Chennai +5 more, 1k-5k Employees ,130 Reviews
1377,Mayfair Hotels & Resorts,4.2, Public ,Hospitality , 41 years old , Bhubaneswar +11 more, 501-1k Employees ,130 Reviews
1378,99acres,3.9, Public ,Internet , 18 years old , Noida +19 more, 1k-5k Employees ,129 Reviews
1379,StoreKing,3.5, Startup ,Internet , 11 years old , Bangalore +17 more, 501-1k Employees ,129 Reviews
1380,SMS Pharmaceuticals,3.2, Public ,Pharma , 33 years old , Hyderabad +4 more, 501-1k Employees ,129 Reviews
1381,Laborate Pharmaceuticals,3.5, Public ,Pharma , 38 years old , Panipat +22 more, 1k-5k Employees ,129 Reviews
1382,ARSS Infrastructure Projects,4.2, Public ,Engineering & Construction , 23 years old , Bhubaneswar +14 more, 501-1k Employees ,129 Reviews
1383,Madras Radiators And Pressings,3.9, Public ,Auto Components , 60 years old , Coimbatore +5 more, 501-1k Employees ,129 Reviews
1384,LetsTransport,3.4, Startup ,Logistics , 8 years old , Bangalore +20 more, 201-500 Employees ,129 Reviews
1385,Fipola Retail,3.7, Startup ,Food Processing , 7 years old , Chennai +6 more, 1k-5k Employees ,129 Reviews
1386,Automotive Axles,3.8, Public ,Auto Components , 42 years old , Mysore +5 more, 1k-5k Employees ,129 Reviews
1387,Garware Hi-Tech Films,4, Public ,Chemicals / Agri Inputs , 90 years old , Mumbai +7 more, 1k-5k Employees ,129 Reviews
1388,Mold-Tek Technologies,3.1, Public ,IT Services & Consulting , 37 years old , Hyderabad/Secunderabad +6 more, 1k-5k Employees ,129 Reviews
1389,Anupam Rasayan India,4.2, Public ,Chemicals , 46 years old , Surat +8 more, 201-500 Employees ,128 Reviews
1390,KWALITY DAIRY (INDIA),4.4, Public ,FMCG , 31 years old , Delhi/NCR +14 more, 1k-5k Employees ,128 Reviews
1391,JBF Industries,3.9, Public ,Fashion & Textile , 41 years old , Mumbai +7 more, 201-500 Employees ,128 Reviews
1392,Fynd,3, Public ,Internet , 11 years old , Mumbai +7 more, 501-1k Employees ,127 Reviews
