Index,Company name,Rating,Company type,Sector,Old,Company location,Employees,Reviews
1940,Shriji Polymers,4, Public ,Packaging , 20 years old , Ujjain +7 more, 51-200 Employees ,74 Reviews
1941,UB Engineering,4.4, Public ,Engineering & Construction , 60 years old , Pune +17 more, 51-200 Employees ,74 Reviews
1942,Smartchem Technologies,3.9, Public ,Agro Chemicals , 36 years old , Pune +19 more, 51-200 Employees ,74 Reviews
1943,Zee News,4.2, Public ,Broadcasting , 24 years old , Noida +11 more, 10k-50k Employees ,74 Reviews
1944,LKP Securities,4, Public ,Financial Services , 75 years old , Mumbai +13 more, 501-1k Employees ,74 Reviews
1945,Man Infraconstruction,3.9, Public ,Real Estate , 59 years old , Mumbai +4 more, 201-500 Employees ,74 Reviews
1946,Inshorts,4.3, Startup ,Internet , 10 years old , Delhi +5 more, 201-500 Employees ,74 Reviews
1947,Medfin India,3.3, Startup ,Medical Equipment , 7 years old , Bangalore +8 more, 51-200 Employees ,74 Reviews
1948,Shriji Polymers,4, Public ,Packaging , 20 years old , Ujjain +7 more, 51-200 Employees ,74 Reviews
1949,Dynamic Engineering,3.5, Public ,Industrial Machinery , 41 years old , Houston +22 more, 51-200 Employees ,74 Reviews
1950,Shivalik Rasayan,3.9, Public ,Agro Chemicals , 42 years old , New Delhi +7 more, 51-200 Employees ,74 Reviews
1951,Niyo Solutions,3.2, Startup ,Financial Services , 8 years old , Bangalore +12 more, 201-500 Employees ,74 Reviews
1952,Medeor,3.7, Public ,Healthcare , 19 years old , Delhi/NCR +6 more, 501-1k Employees ,74 Reviews
1953,Viswaat Chemicals,3.6, Public ,Chemicals , 25 years old , Mumbai +8 more, 201-500 Employees ,73 Reviews
1954,SembCorp,4.1, Public ,Power , 25 years old , Singapore +11 more, 501-1k Employees ,73 Reviews
1955,Neo Structo Construction,3.9, Public ,Engineering & Construction , 38 years old , Surat +8 more, 501-1k Employees ,73 Reviews
1956,GSS Infotech,3.4, Public ,IT Services & Consulting , 24 years old , Hyderabad/Secunderabad +7 more, 51-200 Employees ,73 Reviews
1957,Government of Gujarat,4, Public ,Government , 63 years old , Gandhinagar +21 more, 11-50 Employees ,73 Reviews
1958,Neo Structo Construction,3.9, Public ,Engineering & Construction , 38 years old , Surat +8 more, 501-1k Employees ,73 Reviews
1959,Stanley Lifestyles,4, Public ,Furniture & Furnishing , 27 years old , Bengaluru +7 more, 501-1k Employees ,73 Reviews
1960,Mangalore Chemicals & Fertilizers,4.2, Public ,Agro Chemicals , 49 years old , Bangalore/Bengaluru +6 more, 501-1k Employees ,73 Reviews
1961,Dedicated Freight Corridor Corporation Of India,3.8, Public ,Government , 17 years old , New Delhi +22 more, 501-1k Employees ,73 Reviews
1962,Acro Paints,3.5, Public ,Building Material , 34 years old , New Delhi +11 more, 201-500 Employees ,73 Reviews
1963,Turing,4, Startup ,Internet , 5 years old , Palo Alto +1 more, 1k-5k Employees ,73 Reviews
1964,O3 Hire,4.1, MNC ,Management Consulting , 7 years old , Ludhiana +8 more, 51-200 Employees ,73 Reviews
1965,Punjab State Power Corporation,3.5, State ,Power ,14 years, Patiala +13 more, 10k-50k Employees ,73 Reviews
1966,Blackbuck Insights,4.3, Startup ,IT Services & Consulting , 7 years old , Rolling Meadows +6 more, 201-500 Employees ,73 Reviews
1967,Gokul Agro Resources,3.9, Public ,FMCG , 9 years old , Ahmedabad +6 more, 1k-5k Employees ,73 Reviews
1968,Shiksha.com,3.8, Public ,Internet , 15 years old , Noida +13 more, 51-200 Employees ,72 Reviews
1969,Nestor Pharmaceuticals,3.1, Public ,Pharma , 106 years old , New Delhi +7 more, 51-200 Employees ,72 Reviews
1970,Vritti Solutions,3.8, Public ,IT Services & Consulting , 18 years old , Pune +11 more, 201-500 Employees ,72 Reviews
1971,MPMKVVCL,3.7, Public ,Government , 21 years old , Bhopal +17 more, 10k-50k Employees (Global) ,72 Reviews
1972,APPL Industries,3.8, Public ,Chemicals , 32 years old , Pune +10 more, 201-500 Employees ,72 Reviews
1973,Shyama Power India,4.1, Public ,Electronics Manufacturing , 44 years old , Gurugram +9 more, 1k-5k Employees ,72 Reviews
1974,Zicom Electronic Security Systems,3.6, Public ,Consumer Electronics & Appliances , 29 years old , Mumbai +12 more, 201-500 Employees ,72 Reviews
1975,Shah Alloys,3.5, Public ,Iron & Steel , 33 years old , Ahmedabad +4 more, 1k-5k Employees ,72 Reviews
1976,Jain Farm Fresh Foods,3.6, Public ,FMCG , 60 years old , Jalgaon +10 more, 201-500 Employees ,72 Reviews
1977,Happy Forging,3.8, Public ,Auto Components , 44 years old , Ludhiana, 1k-5k Employees ,72 Reviews
1978,Nineleaps Technology Solutions,4.1, Startup ,IT Services & Consulting , 9 years old , Bangalore/Bengaluru +1 more, 201-500 Employees ,72 Reviews
1979,Namaste Credit,3.7, Startup ,FinTech , 9 years old , Bangalore +9 more, 51-200 Employees ,72 Reviews
1980,Affordplan,2.9, Startup ,Internet , 7 years old , Delhi +12 more, 201-500 Employees ,72 Reviews
1981,Yaantra,3.2, Startup ,Internet , 10 years old , Delhi +11 more, 501-1k Employees ,72 Reviews
1982,XYXX Apparels,4.3, Startup ,Fashion & Textile , 7 years old , Surat +13 more, 201-500 Employees ,72 Reviews
1983,Harness,4.4, Startup ,Software Product , 8 years old , San Francisco +5 more, 201-500 Employees ,71 Reviews
1984,Wittur Elevator Components,3.6, Public ,Industrial Machinery , 55 years old , Sulzemoos - Wiedenzhausen +2 more, 51-200 Employees ,71 Reviews
1985,SAL STEEL,3.7, Public ,Iron & Steel , 20 years old , Gurgaon/Gurugram +5 more, 201-500 Employees ,71 Reviews
1986,Jaipur Vidyut Vitran Nigam,3.6, State ,Government ,24 years, Jaipur +13 more, 11-50 Employees ,71 Reviews
1987,Surevin Bpo Services,3.7, Public ,BPO , 16 years old , Bhopal +11 more, 501-1k Employees (Global) ,71 Reviews
1988,Mallcom,3.8, Public ,BPO , 40 years old , Kolkata +7 more, 1k-5k Employees ,71 Reviews
1989,SAL STEEL,3.7, Public ,Iron & Steel , 20 years old , Gurgaon/Gurugram +5 more, 201-500 Employees ,71 Reviews
1990,Harness,4.4, Startup ,Software Product , 8 years old , San Francisco +5 more, 201-500 Employees ,71 Reviews
1991,Valiant Organics,3.8, Public ,Chemicals / Agri Inputs , 39 years old , Mumbai +8 more, 501-1k Employees ,71 Reviews
1992,Ekeeda,4.1, Startup ,EdTech , 7 years old , Mumbai +4 more, 51-200 Employees ,71 Reviews
1993,Eduvanz,3.2, Startup ,FinTech , 7 years old , Mumbai +5 more, 201-500 Employees ,71 Reviews
1994,Valiant Organics,3.8, Public ,Chemicals / Agri Inputs , 39 years old , Mumbai +8 more, 501-1k Employees ,71 Reviews
1995,LambdaTest,4.7, Startup ,Software Product , 6 years old , San Francisco +2 more, 201-500 Employees ,71 Reviews
1996,F5 Networks,4, Public ,IT Services & Consulting , 27 years old , Seattle +4 more, 501-1k Employees ,71 Reviews
1997,Zen Technologies,3.4, Public ,Consumer Electronics & Appliances , 30 years old , Hyderabad +4 more, 201-500 Employees ,70 Reviews
1998,Supreme Petrochem,3.9, Public ,Chemicals , 30 years old , Mumbai +5 more, 201-500 Employees ,70 Reviews
1999,Govt of Karnataka,4.1, Public ,Government , 67 years old , Bengaluru +18 more, 1 Lakh+ Employees (Global) ,70 Reviews
2000,Wadia Techno-Engineering Services,3.7, Public ,Engineering & Construction , 63 years old , Mumbai +18 more, 51-200 Employees ,70 Reviews
2001,Optimus Global Services,4, Public ,BPO , 21 years old , Chennai +5 more, 51-200 Employees ,70 Reviews
2002,Unitech Power Transmission,3.9, Public ,Power , 28 years old , Gurgaon/Gurugram +14 more, 201-500 Employees ,70 Reviews
2003,Rhydburg Pharmaceuticals,3.6, Public ,Pharma , 36 years old , Delhi/NCR +3 more, 51-200 Employees ,70 Reviews
2004,Supreme Petrochem,3.9, Public ,Chemicals , 30 years old , Mumbai +5 more, 201-500 Employees ,70 Reviews
2005,Zen Technologies,3.4, Public ,Consumer Electronics & Appliances , 30 years old , Hyderabad +4 more, 201-500 Employees ,70 Reviews
2006,Maruti Service Masters,3.9, Public ,Automobile , 24 years old , New Delhi +12 more, 201-500 Employees ,70 Reviews
2007,Govt of Karnataka,4.1, Public ,Government , 67 years old , Bengaluru +18 more, 1 Lakh+ Employees (Global) ,70 Reviews
2008,La opala rg,3.5, Public ,Retail , 36 years old , Kolkata +6 more, 201-500 Employees ,70 Reviews
2009,Ksolves India Limited,3.5, Public ,IT Services & Consulting , 11 years old , Noida +4 more, 201-500 Employees ,70 Reviews
2010,Zopsmart Technology,3.3, Startup ,Software Product , 9 years old , Bangalore +8 more, 201-500 Employees ,70 Reviews
2011,Ice Mortgage Technology,4.3, Public ,Financial Services , 23 years old , Atlanta, 501-1k Employees ,70 Reviews
2012,Nureca Limited,4.1, Public ,Medical Equipment , 7 years old , Chandigarh +6 more, 51-200 Employees ,70 Reviews
2013,Goqii,4, Startup ,Fitness & Wellness , 9 years old , Mumbai +9 more, 51-200 Employees ,69 Reviews
2014,Neelachal Ispat Nigam,4.2, Central ,Metals & Mining , 41 years old , Jajpur +6 more, 1k-5k Employees ,69 Reviews
2015,KRIBHCO Fertilizers Limited,4.2, Public ,Agro Chemicals , 28 years old , Noida +9 more, 1-10 Employees ,69 Reviews
2016,Mcnally Sayaji Engineering,3.5, Public ,Industrial Machinery , 62 years old , Kolkata +7 more, 201-500 Employees ,69 Reviews
2017,Mcnally Sayaji Engineering,3.5, Public ,Industrial Machinery , 62 years old , Kolkata +7 more, 201-500 Employees ,69 Reviews
2018,Arihant Superstructures,2.5, Public ,Real Estate , 40 years old , Navi Mumbai +7 more, 51-200 Employees ,69 Reviews
2019,KRIBHCO Fertilizers Limited,4.2, Public ,Agro Chemicals , 28 years old , Noida +9 more, 1-10 Employees ,69 Reviews
2020,Premier Irrigation Adritec,3.7, Public ,Agriculture , 58 years old , Kolkata +19 more, 501-1k Employees ,69 Reviews
2021,Suzlon Infrastructure Services,4.3, Public ,Power , 28 years old , Pune +17 more, 5k-10k Employees (Global) ,69 Reviews
2022,Medicamen Biotech,3.5, Public ,Pharma , 30 years old , New Delhi +5 more, 51-200 Employees ,69 Reviews
2023,Gfl,3.9, Public ,Chemicals , 36 years old , Noida +6 more, 1k-5k Employees ,69 Reviews
2024,Apex Auto,4, Public ,Industrial Machinery , 29 years old , Jamshedpur +11 more, 201-500 Employees ,69 Reviews
2025,Neelachal Ispat Nigam,4.2, Central ,Metals & Mining , 41 years old , Jajpur +6 more, 1k-5k Employees ,69 Reviews
2026,Gfl,3.9, Public ,Chemicals , 36 years old , Noida +6 more, 1k-5k Employees ,69 Reviews
2027,Karnataka Power Corporation,4, State ,Power , 53 years old , Bengaluru +8 more, 10k-50k Employees ,69 Reviews
2028,Erection Instrumentation,4.2, Central ,Pharma , 22 years old , New Delhi +13 more, 201-500 Employees (Global) ,69 Reviews
2029,Monjin Interviews,3.9, Startup ,Software Product , 9 years old , Pune +6 more, 51-200 Employees ,69 Reviews
2030,21North,3.2, Startup ,Internet , 8 years old , Bangalore +13 more, 501-1k Employees ,69 Reviews
2031,CivilMantra Infracon Private Limited,4.9, Startup ,Engineering & Construction , 9 years old , Gurgaon/Gurugram +1 more, 201-500 Employees ,69 Reviews
2032,CivilMantra Infracon Private Limited,4.9, Startup ,Engineering & Construction , 9 years old , Gurgaon/Gurugram +1 more, 201-500 Employees ,69 Reviews
2033,Power2sme,4.4, Startup ,Industrial Automation , 11 years old , Gurgaon +8 more, 51-200 Employees ,69 Reviews
2034,Brick&Bolt,3.6, Startup ,Engineering & Construction , 6 years old , Bangalore +4 more, 51-200 Employees ,69 Reviews
2035,Multi Commodity Exchange of India,3.3, Public ,Financial Services , 20 years old , Mumbai +6 more, 201-500 Employees ,69 Reviews
2036,NuvoEx,4.5, Startup ,Logistics , 10 years old , Delhi +15 more, 1k-5k Employees ,68 Reviews
2037,Orient Abrasives,4.2, Public ,Metals & Mining , 49 years old , Mumbai +4 more, 51-200 Employees ,68 Reviews
2038,Vishal Enterprises,4, Public ,Fashion & Textile , 39 years old , New Delhi +20 more, 10k-50k Employees ,68 Reviews
2039,Cloudtail India,4.1, Startup ,Internet , 9 years old , Bengaluru +4 more, 501-1k Employees ,68 Reviews
2040,Sequretek It Solutions,3.6, Startup ,IT Services & Consulting , 10 years old , Mumbai +5 more, 201-500 Employees ,68 Reviews
2041,Superon Schweisstechnik India,3.7, Public ,Electronics Manufacturing , 29 years old , Gurgaon/Gurugram +5 more, 51-200 Employees ,68 Reviews
2042,PDVSA,4.3, Public ,Oil & Gas , 145 years old , Dubai, 1-10 Employees ,68 Reviews
2043,GRP,4.1, Public ,Auto Components , 49 years old , Mumbai +12 more, 1k-5k Employees ,68 Reviews
2044,Disposafe Health And Life Care,3.2, Public ,Medical Equipment , 16 years old , Faridabad +4 more, 1k-5k Employees ,68 Reviews
2045,Johari Digital Healthcare,3.2, Public ,Healthcare , 44 years old , Jodhpur +2 more, 51-200 Employees ,68 Reviews
2046,Mahindra Powerol,4.2, Public ,Industrial Machinery , 22 years old , Mumbai +27 more, 51-200 Employees ,68 Reviews
2047,Balaji Telefilms,3.2, Public ,Media & Entertainment , 29 years old , Mumbai +7 more, 201-500 Employees ,68 Reviews
2048,Panasonic Energy India Co,4, Public ,Auto Components , 51 years old , Vadodara +12 more, 501-1k Employees ,68 Reviews
2049,GetMyUni,3.4, Startup ,Education & Training , 8 years old , Bangalore +2 more, 51-200 Employees ,68 Reviews
2050,Sarda Metals & Alloys,4.2, Public ,Metals & Mining , 50 years old , Raipur +4 more, 201-500 Employees ,68 Reviews
2051,21K School,3.8, Startup ,Education & Training , 3 years old , Bangalore +3 more, 501-1k Employees ,68 Reviews
2052,Sequretek It Solutions,3.6, Startup ,IT Services & Consulting , 10 years old , Mumbai +5 more, 201-500 Employees ,68 Reviews
2053,21K School,3.8, Startup ,Education & Training , 3 years old , Bangalore +3 more, 501-1k Employees ,68 Reviews
2054,Luthra Group Company,3.9, Central ,Waste Management , 43 years old , Surat +9 more, 51-200 Employees ,68 Reviews
2055,Talkcharge Technologies,3.9, Startup ,Internet , 7 years old , Gurgaon +4 more, 11-50 Employees ,67 Reviews
2056,Andhra Petrochemicals,4.4, Public ,Chemicals / Agri Inputs , 39 years old , Tanuku +2 more, 501-1k Employees ,67 Reviews
2057,Magicmind Technologies,3.8, Public ,IT Services & Consulting , 7 years old , Kolkata, 51-200 Employees ,67 Reviews
2058,NNE,4, Public ,Pharma , 32 years old , Virum +8 more, 201-500 Employees ,67 Reviews
2059,Rohini Industrial Electricals,4, Public ,Electrical Equipment , 40 years old , Mumbai +14 more, 201-500 Employees ,67 Reviews
2060,Bonito Designs,2.6, Startup ,Architecture & Interior Design , 11 years old , Bangalore +3 more, 201-500 Employees ,67 Reviews
2061,HERO ECOTECH,4.3, Public ,Automobile , 13 years old , Ludhiana +3 more, 51-200 Employees ,67 Reviews
2062,Calvin Klein Jeans,4.7, Public ,Fashion & Textile , 55 years old , New York City +21 more, 10k-50k Employees (Global) ,67 Reviews
2063,B.P. Poddar Hospital & Medical Research,3.3, Public ,Healthcare , 19 years old , Kolkata +1 more, 201-500 Employees ,67 Reviews
2064,Freight Systems,4, Public ,Ports & Shipping , 35 years old , Dubai +12 more, 501-1k Employees ,67 Reviews
2065,Ambrane India,3.8, Startup ,Consumer Electronics & Appliances , 11 years old , Delhi/NCR +6 more, 201-500 Employees ,67 Reviews
2066,Pokarna,3.9, Public ,Building Material , 22 years old , Hyderabad/Secunderabad +3 more, 201-500 Employees ,67 Reviews
2067,Bangalore Metro Rail Corporation,3.9, Central ,Urban Transport , 12 years old , Bengaluru +3 more, 201-500 Employees ,67 Reviews
2068,Winsome Textile Industries,4.1, Public ,Fashion & Textile , 33 years old , Chandigarh +6 more, 501-1k Employees ,67 Reviews
2069,Gitanjali Gems,4, Public ,Jewellery , 57 years old , Mumbai +13 more, 501-1k Employees ,67 Reviews
2070,Repos Energy,3.8, Startup ,Power , 6 years old , Pune +5 more, 51-200 Employees ,67 Reviews
2071,Magicmind Technologies,3.8, Public ,IT Services & Consulting , 7 years old , Kolkata, 51-200 Employees ,67 Reviews
2072,Bangalore Metro Rail Corporation,3.9, Central ,Urban Transport , 12 years old , Bengaluru +3 more, 201-500 Employees ,67 Reviews
2073,Calvin Klein Jeans,4.7, Public ,Fashion & Textile , 55 years old , New York City +21 more, 10k-50k Employees (Global) ,67 Reviews
2074,6Sense,3.8, Startup ,Software Product , 10 years old , San Francisco +1 more, 201-500 Employees ,67 Reviews
2075,Cashfree Payments,3.6, Startup ,FinTech , 8 years old , Bangalore +3 more, 201-500 Employees ,67 Reviews
2076,Aditya Birla Insurance Brokers,3.8, Public ,Insurance , 20 years old , Veraval +17 more, 201-500 Employees ,67 Reviews
2077,CLIRNet,3.3, Startup ,Internet , 8 years old , Mumbai +1 more, 51-200 Employees ,67 Reviews
2078,Cashfree Payments,3.6, Startup ,FinTech , 8 years old , Bangalore +3 more, 201-500 Employees ,67 Reviews
2079,6Sense,3.8, Startup ,Software Product , 10 years old , San Francisco +1 more, 201-500 Employees ,67 Reviews
2080,Aditya Birla Insurance Brokers,3.8, Public ,Insurance , 20 years old , Veraval +17 more, 201-500 Employees ,67 Reviews
2081,Lithium Urban Technologies,3.5, Startup ,Urban Transport , 10 years old , Bangalore +7 more, 51-200 Employees ,67 Reviews
2082,Hyoseong Electric,3.4, Public ,Auto Components , 50 years old , Busan +5 more, 51-200 Employees ,66 Reviews
2083,China Petroleum Engineering & Construction Corporation,3.8, Public ,Oil & Gas , 43 years old , Beijing +8 more, 10k-50k Employees (Global) ,66 Reviews
2084,Microgen Hygiene,2.5, MNC ,Healthcare , 16 years old , Mumbai +8 more, 51-200 Employees ,66 Reviews
2085,Visen Industries,3.4, Public ,Chemicals , 38 years old , Mumbai +7 more, 1k-5k Employees ,66 Reviews
2086,Pricol Engineering Industries,4.1, Public ,Auto Components , 28 years old , Coimbatore +7 more, 51-200 Employees ,66 Reviews
2087,Lakshmi Electrical Control Systems,3.3, Public ,Electrical Equipment , 42 years old , Coimbatore +2 more, 51-200 Employees ,66 Reviews
2088,Avantel,3.9, Public ,Hardware & Networking , 33 years old , Hyderabad/Secunderabad +4 more, 51-200 Employees ,66 Reviews
2089,Shyam Ferro Alloys,4.3, Public ,Iron & Steel , 28 years old , Kolkata +5 more, 1k-5k Employees ,66 Reviews
2090,Mangalore Refinery and Petrochemicals,4, Public ,Oil & Gas , 35 years old , Mangaluru/Mangalore +5 more, 1k-5k Employees ,66 Reviews
2091,Nxtgen Datacenter Cloud Technologies,3.1, Startup ,IT Services & Consulting , 11 years old , Bangalore +5 more, 201-500 Employees ,66 Reviews
2092,Hyoseong Electric,3.4, Public ,Auto Components , 50 years old , Busan +5 more, 51-200 Employees ,66 Reviews
2093,Lakshmi Electrical Control Systems,3.3, Public ,Electrical Equipment , 42 years old , Coimbatore +2 more, 51-200 Employees ,66 Reviews
2094,Pricol Engineering Industries,4.1, Public ,Auto Components , 28 years old , Coimbatore +7 more, 51-200 Employees ,66 Reviews
2095,China Petroleum Engineering & Construction Corporation,3.8, Public ,Oil & Gas , 43 years old , Beijing +8 more, 10k-50k Employees (Global) ,66 Reviews
